Site,Begin,End,Estimated.Total.Span,Peak.Pop
Verde 14:16 GP/12-01-627,875,1100,225,
Verde 14:5 GP,1000,1250,250,
"Verde 15:1 GP, Wilbank Ranch",950,1375,425,
"Verde 15:2 GP, Ogilvie Ranch",1200,1375,175,
"Verde 15:3 GP, Hickox 71 Ranch",1200,1350,150,
Verde Hot Springs Ruin,1325,1450,125,28
Veres,850,1350,500,2
Veteado Pueblo,1100,1300,200,416
Vidal Canyon,900,1150,250,35
Village of the Great Kivas,1050,1200,150,60
Villareal II,1000,1450,450,30
Vista del Puerto,1050,1150,100,7
VIV Platform Mound,1325,1450,125,50
Vogt Ranch,1200,1300,100,39
Vulture Gulch,1075,1350,275,25
Wabakwa,1325,1750,425,1400
WACA 85A-031,550,950,400,
WACA 85A-048,1050,1250,200,6
WACA 85A-056,1075,1175,100,
WACA 85A-134,1050,1200,150,6
Wallace Ruin,1000,1250,250,124
Wallace Tank Ruin,1250,1400,150,550
Walnut Creek,1200,1450,250,
Walsh,1000,1350,350,125
Wancura-Johnson GK,800,925,125,
Warm Springs Ruin,825,1625,800,25
Watch Frog,1025,1100,75,39
Watchtower,1100,1250,150,
Water Canyon,1475,1600,125,50
Water Jar Pueblo,1200,1300,100,4
Weathertop,550,925,375,45
Webb Ruin,1350,1450,100,33
Well Site,1125,1350,225,33
Wes Jernigan Site,1150,1450,300,9
West Branch,950,1150,200,42
West Fork Ruin,750,1125,375,
West Water,1175,1250,75,400
Westwing Site,950,1150,200,2
Wet Leggett Pueblo,1050,1200,150,6
Whipporwill,1000,1175,175,16
Whiptail Ruin,1150,1350,200,50
Whirling Spring,1200,1300,100,17
Whirlwind House,1000,1125,125,12
White House,850,1300,450,94
White Mound Village,600,925,325,18
White Rincon,1150,1300,150,13
White Rock,1000,1150,150,45
White Ruin,1000,1100,100,8
White Spring Ruin,1150,1300,150,60
White Village,625,850,225,9
Whiterocks Village,1100,1250,150,4
Whites Canyon Pueblo,925,1175,250,150
Whitewater,1000,1150,150,
Whitmer,1350,1450,100,75
Wide Reed Ruin,1200,1300,100,100
Wide Ruins,1275,1300,25,1300
Williams Site,875,1150,275,
Willow Canyon--San Juan Basin,800,1000,200,18
Willow Springs,900,1125,225,50
Wilson Pueblo,1100,1225,125,9
Wind Canyon--Jornada; 41HZ119,1100,1350,250,6
Wind Mountain,800,1125,325,166
Windy Mesa,1075,1300,225,
Windy Ridge Village,1100,1250,150,2
Winona Village,1000,1150,150,21
Wiyo,1300,1450,150,1020
Wolye Adin,750,1200,450,
Woodard Mound,1100,1250,150,1
Woodbury V-1,1175,1300,125,500
Woodrow Ruin,800,1125,325,329
Woodruff Butte,550,950,400,93
Woods Canyon Pueblo,1050,1250,200,200
Wooten-Claridge Terrace Site,800,1450,650,6
WR-1,1000,1150,150,14
WR-10,1000,1225,225,7
WR-11,1000,1150,150,4
WR-12,1000,1150,150,
WR-13,900,1150,250,3
WR-14,1000,1150,150,14
WR-15,1000,1100,100,4
WR-16,1000,1150,150,4
WR-17,875,1150,275,4
WR-18,1050,1150,100,3
WR-19,1000,1175,175,4
WR-2,1000,1150,150,10
WR-21,875,1150,275,11
WR-22,875,1150,275,25
WR-23,1000,1150,150,6
WR-24,875,1300,425,2
WR-25,1250,1300,50,3
WR-26,875,1300,425,
WR-27,1050,1150,100,4
WR-29,1000,1150,150,2
WR-3,1000,1150,150,3
WR-30,875,1150,275,3
WR-4,550,1050,500,30
WR-5,900,1150,250,21
WR-6,1000,1150,150,8
WR-7,1050,1150,100,3
WR-8,1000,1150,150,6
WR-9,1050,1150,100,6
Wright,1275,1450,175,22
WS Ranch,750,1125,375,100
Wukoki,1050,1200,150,3
Wupatki,1100,1225,125,102
XE 64-1,500,1200,700,
XE 78-2,500,1200,700,
XE 78-3,500,1200,700,
XE 88-1,500,1200,700,
XE 99-1,500,1200,700,
XF 90-1,500,1200,700,
Y:4:7,750,900,150,
Yapashi,1400,1450,50,350
YE 06-1,500,1200,700,
YE 06-2,500,1200,700,1
YE 06-3,500,1200,700,
YE 07-1,500,1200,700,
YE 07-10,500,1200,700,
YE 07-13,500,1200,700,
YE 07-14,500,1200,700,
YE 07-15,500,1200,700,1
YE 07-16,500,1200,700,3
YE 07-2,500,1200,700,
YE 07-3,500,1200,700,
YE 07-4,500,1100,600,
YE 07-5,500,1200,700,
YE 07-6,500,1200,700,
YE 07-7,500,1200,700,
YE 07-8,500,1200,700,
YE 07-9,500,1200,700,
YE 08-2,500,1200,700,3
YE 09-1,500,1200,700,
YE 09-10,500,1200,700,
YE 09-2,500,1200,700,
YE 09-3,500,1200,700,
YE 09-5,500,1200,700,
YE 09-6,500,1200,700,
YE 09-7,500,1200,700,
YE 09-8,500,1200,700,
YE 09-9,500,1200,700,
YE 14-1,500,1200,700,
YE 14-2,500,1200,700,
YE 14-3,500,1200,700,
YE 14-4,500,1200,700,
YE 14-5,500,1200,700,
YE 14-6,500,1200,700,
YE 15-1,500,1200,700,
YE 15-2,500,1200,700,
YE 15-3,500,1200,700,
YE 15-4,500,1200,700,
YE 15-5,500,1200,700,
YE 15-6,500,1200,700,
YE 15-7,500,1200,700,
YE 15-9,500,1200,700,
YE 18-1,500,1200,700,
YE 18-2,500,1200,700,
YE 22-1,500,1200,700,
YE 22-2,500,1200,700,
YE 22-3,500,1200,700,
YE 22-4,500,1200,700,
YE 22-5,500,1200,700,
YE 23-1,500,1200,700,
YE 23-2,500,1200,700,1
YE 23-3,500,1200,700,
YE 24-1,500,1200,700,
YE 24-2,500,1200,700,
YE 24-3,500,1200,700,
YE 24-4,500,1200,700,
YE 24-5,500,1200,700,
YE 27-1,500,1200,700,
YE 27-3,500,1200,700,
YE 27-4,500,1200,700,
YE 29-2,500,1200,700,
YE 29-4,0,1200,1200,
Yellow House,1200,1300,100,40
Yellow Jacket,1000,1275,275,700
Yellowhouse,1200,1300,100,425
YF 00-1,500,1200,700,
YF 00-2,500,1200,700,
YF 00-3,500,1200,700,
YF 00-5,500,1200,700,
YF 00-6,200,1200,1000,
YF 00-7,500,1200,700,
YF 00-8,500,1200,700,
YF 01-1,0,1200,1200,
YF 01-2,500,1200,700,
YF 01-4,500,1200,700,
YF 02-1,500,1200,700,
YF 03-1,500,1200,700,
YF 04-1,700,1450,750,
YF 07-11,500,1200,700,
YF 10-1,500,1200,700,
YF 10-2,500,1200,700,
YF 10-5,500,1200,700,
YF 10-6,500,1200,700,
YF 11-1,500,1200,700,
YF 11-3,700,1200,500,
YF 12-1,500,1200,700,
YF 12-2,0,1200,1200,
YF 12-3,0,1200,1200,
YF 12-4,500,1200,700,
YF 12-5,500,1200,700,
YF 12-6,500,1200,700,
YF 12-7,700,1525,825,3
YF 13-1,500,1200,700,
YF 13-2,500,1200,700,
YF 13-3,500,1200,700,
YF 13-4,500,1200,700,
YF 13-5,500,1450,950,1
YF 13-6,500,1200,700,
Yucca House,1175,1250,75,450
Yuma Wash Site,1200,1450,250,27
Yuma Wash--Tucson,1150,1350,200,300
Yunqueyunque,1350,1550,200,520
Zanardelli Site,950,1350,400,250
