Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
CULoc25,CU-AZ-25,B,AZ,8,1150,1520,370,0.6,15
CULoc250,CU-AZ-250,A,AZ,8,1150,1520,185,0.5,5
CULoc251,CU-AZ-251,A,AZ,8,1150,1520,185,0.4,4
CULoc252,CU-AZ-252,A,AZ,8,1150,1520,185,1.9,48
CULoc253,CU-AZ-253,A,AZ,8,1150,1520,185,0.8,30
CULoc254,CU-AZ-254,B,AZ,8,1150,1520,370,2.8,110
CULoc255,CU-AZ-255,A,AZ,8,1150,1520,370,9.2,230
CULoc256,CU-AZ-256,B,AZ,8,1150,1520,370,24,440
CULoc257,CU-AZ-257,A,AZ,8,1150,1520,370,21,525
CULoc258,CU-AZ-258,A,AZ,8,1150,1520,185,5.2,26
CULoc259,CU-AZ-259,A,AZ,8,1150,1520,185,3,75
CULoc26,CU-AZ-26,A,AZ,8,1150,1520,185,0.2,2
CULoc260,CU-AZ-260,A,AZ,8,1150,1520,185,2.2,22
CULoc261,CU-AZ-261,A,AZ,8,1150,1520,185,1.6,40
CULoc262,CU-AZ-262,A,AZ,8,1150,1520,185,0.9,9
CULoc263,CU-AZ-263,B,AZ,8,1150,1520,185,22,1100
CULoc264,CU-AZ-264,A,AZ,8,1150,1520,370,18,180
CULoc265,CU-AZ-265,A,AZ,8,1150,1520,185,0.5,
CULoc266,CU-AZ-266,A,AZ,8,1150,1520,185,0.5,
CULoc267,CU-AZ-267,A,AZ,8,1150,1520,185,4.5,45
CULoc268,CU-AZ-268,B,AZ,8,1150,1520,185,1,20
CULoc269,CU-AZ-269,A,AZ,8,1150,1520,185,1,
CULoc27,CU-AZ-27,A,AZ,8,1150,1520,185,1.1,5
CULoc270,CU-AZ-270,A,AZ,8,1150,1520,185,0.1,
CULoc271,CU-AZ-271,A,AZ,8,1150,1520,185,0.1,
CULoc272,CU-AZ-272,B,AZ,8,1150,1520,370,1.3,10
CULoc273,CU-AZ-273,A,AZ,8,1150,1520,185,4.8,
CULoc274,CU-AZ-274,A,AZ,8,1150,1520,185,0.1,
CULoc275,CU-AZ-275,A,AZ,8,1150,1520,185,2.4,
CULoc276,CU-AZ-276,A,AZ,8,1150,1520,185,0.1,
CULoc277,CU-AZ-277,B,AZ,8,1150,1520,370,18,450
CULoc278,CU-AZ-278,A,AZ,8,1150,1520,185,6,150
CULoc279,CU-AZ-279,A,AZ,8,1150,1520,370,2.5,63
CULoc28,CU-AZ-28,A,AZ,8,1150,1520,185,0.7,7
CULoc280,CU-AZ-280,A,AZ,8,1150,1520,185,1.1,11
CULoc281,CU-AZ-281,A,AZ,8,1150,1520,370,3,75
CULoc282,CU-AZ-282,A,AZ,8,1150,1520,185,1.4,14
CULoc283,CU-AZ-283,B,AZ,8,1150,1520,370,2.3,23
CULoc284,CU-AZ-284,A,AZ,8,1150,1520,185,0.9,9
CULoc285,CU-AZ-285,A,AZ,8,1150,1520,370,7.2,72
CULoc286,CU-AZ-286,A,AZ,8,1150,1520,185,2.5,
CULoc287,CU-AZ-287,A,AZ,8,1150,1520,185,3.7,93
CULoc288,CU-AZ-288,B,AZ,8,1150,1520,185,3.1,31
CULoc289,CU-AZ-289,A,AZ,8,1150,1520,185,9.5,
CULoc29,CU-AZ-29,A,AZ,8,1150,1520,185,0.8,8
CULoc290,CU-AZ-290,A,AZ,8,1150,1520,185,,
CULoc291,CU-AZ-291,A,AZ,8,1150,1520,185,0.6,6
CULoc292,CU-AZ-292,A,AZ,8,1150,1520,370,20.5,205
CULoc293,CU-AZ-293,B,AZ,8,1150,1520,370,5.2,130
CULoc294,CU-AZ-294,B,AZ,8,1150,1520,185,0.4,4
CULoc295,CU-AZ-295,A,AZ,8,1150,1520,185,11.7,117
CULoc296,CU-AZ-296,B,AZ,8,1150,1520,370,5.3,27
CULoc297,CU-AZ-297,A,AZ,8,1150,1520,370,3.6,36
CULoc298,CU-AZ-298,B,AZ,8,1150,1520,370,3,15
CULoc299,CU-AZ-299,B,AZ,8,1150,1520,185,2.9,29
CULoc3,CU-AZ-3,B,AZ,8,1150,1520,370,3,75
CULoc30,CU-AZ-30,A,AZ,8,1150,1520,185,1.3,33
CULoc300,CU-AZ-300,A,AZ,8,1150,1520,370,1.2,12
CULoc301,CU-AZ-301,A,AZ,8,1150,1520,370,2.6,13
CULoc302,CU-AZ-302,A,AZ,8,1150,1520,370,0.3,2
CULoc303,CU-AZ-303,A,AZ,8,1150,1520,185,0.3,3
CULoc304,CU-AZ-304,A,AZ,8,1150,1520,370,0.6,6
CULoc305,CU-AZ-305,B,AZ,8,1150,1520,185,1,
CULoc306,CU-AZ-306,A,AZ,8,1150,1520,370,4.5,45
CULoc307,CU-AZ-307,A,AZ,8,1150,1520,185,0.6,6
CULoc308,CU-AZ-308,A,AZ,8,1150,1520,370,0.3,3
CULoc309,CU-AZ-309,A,AZ,8,1150,1520,185,1.7,17
CULoc31,CU-AZ-31,A,AZ,8,1150,1520,185,0.6,6
CULoc310,CU-AZ-310,A,AZ,8,1150,1520,370,19,190
CULoc311,CU-AZ-311,A,AZ,8,1150,1520,185,0.4,4
CULoc312,CU-AZ-312,B,AZ,8,1150,1520,185,35,350
CULoc313,CU-AZ-313,A,AZ,8,1150,1520,370,9.8,98
CULoc314,CU-AZ-314,A,AZ,8,1150,1520,185,7.6,76
CULoc315,CU-AZ-315,B,AZ,8,1150,1520,185,6,150
CULoc316,CU-AZ-316,A,AZ,8,1150,1520,185,1,10
CULoc317,CU-AZ-317,A,AZ,8,1150,1520,185,0.8,8
CULoc318,CU-AZ-318,A,AZ,8,1150,1520,185,0.7,7
CULoc319,CU-AZ-319,A,AZ,8,1150,1520,185,0.6,6
CULoc32,CU-AZ-32,A,AZ,8,1150,1520,185,2.3,30
CULoc320,CU-AZ-320,A,AZ,8,1150,1520,185,1,25
CULoc321,CU-AZ-321,A,AZ,8,1150,1520,185,0.3,3
CULoc322,CU-AZ-322,A,AZ,8,1150,1520,370,4.8,120
CULoc323,CU-AZ-323,B,AZ,8,1150,1520,185,0.1,
CULoc324,CU-AZ-324,B,AZ,8,1150,1520,370,0.6,6
CULoc325,CU-AZ-325,A,AZ,8,1150,1520,185,0.6,6
CULoc33,CU-AZ-33,A,AZ,8,1150,1520,185,1.5,15
CULoc34,CU-AZ-34,A,AZ,8,1150,1520,185,0.3,3
CULoc35,CU-AZ-35,A,AZ,8,1150,1520,370,0.6,15
CULoc36,CU-AZ-36,A,AZ,8,1150,1520,185,1,10
CULoc37,CU-AZ-37,A,AZ,8,1150,1520,185,0.5,5
CULoc38,CU-AZ-38,A,AZ,8,1150,1520,370,2.4,24
CULoc39,CU-AZ-39,C,AZ,8,1150,1520,185,2.9,73
CULoc4,CU-AZ-4,A,AZ,8,1150,1520,185,0.2,2
CULoc40,CU-AZ-40,A,AZ,8,1150,1520,370,2.9,29
CULoc41,CU-AZ-41,A,AZ,8,1150,1520,185,1.2,12
CULoc42,CU-AZ-42,A,AZ,8,1150,1520,185,0.3,3
CULoc43,CU-AZ-43,A,AZ,8,1150,1520,185,1.9,
CULoc44,CU-AZ-44,A,AZ,8,1150,1520,185,0.3,3
CULoc45,CU-AZ-45,A,AZ,8,1150,1520,185,2,20
CULoc46,CU-AZ-46,A,AZ,8,1150,1520,185,2.5,25
CULoc47,CU-AZ-47,B,AZ,8,1150,1520,370,0.7,35
CULoc48,CU-AZ-48,A,AZ,8,1150,1520,185,0.5,13
CULoc49,CU-AZ-49,B,AZ,8,1150,1520,185,2.5,25
CULoc5,CU-AZ-5,A,AZ,8,1150,1520,185,0.3,3
CULoc50,CU-AZ-50,A,AZ,8,1150,1520,370,0.2,2
CULoc51,CU-AZ-51,B,AZ,8,1150,1520,370,0.7,18
CULoc52,CU-AZ-52,A,AZ,8,1150,1520,185,21,285
CULoc53,CU-AZ-53,B,AZ,8,1150,1520,185,0.5,13
CULoc54,CU-AZ-54,A,AZ,8,1150,1520,185,6,75
CULoc55,CU-AZ-55,A,AZ,8,1150,1520,185,3,30
CULoc56,CU-AZ-56,A,AZ,8,1150,1520,185,1,25
CULoc57,CU-AZ-57,A,AZ,8,1150,1520,185,27,1350
CULoc58,CU-AZ-58,A,AZ,8,1150,1520,185,0.5,5
CULoc59,CU-AZ-59,A,AZ,8,1150,1520,185,1,10
CULoc6,CU-AZ-6,B,AZ,8,1150,1520,370,2,41
CULoc60,CU-AZ-60,A,AZ,8,1150,1520,370,1.3,13
CULoc61,CU-AZ-61,A,AZ,8,1150,1520,185,0.9,9
CULoc62,CU-AZ-62,A,AZ,8,1150,1520,370,0.5,25
CULoc62,CU-AZ-63,A,AZ,8,1150,1520,370,2,164
CULoc64,CU-AZ-64,B,AZ,8,1150,1520,370,22.4,542
CULoc65,CU-AZ-65,A,AZ,8,1150,1520,185,0.2,2
CULoc66,CU-AZ-66,B,AZ,8,1150,1520,185,5.1,128
CULoc67,CU-AZ-67,A,AZ,8,1150,1520,370,10,505
CULoc68,CU-AZ-68,B,AZ,8,1150,1520,185,2,20
CULoc69,CU-AZ-69,A,AZ,8,1150,1520,370,6,60
CULoc7,CU-AZ-7,A,AZ,8,1150,1520,370,3.5,73
CULoc70,CU-AZ-70,A,AZ,8,1150,1520,185,1,10
CULoc71,CU-AZ-71,A,AZ,8,1150,1520,370,0.5,5
CULoc72,CU-AZ-72,B,AZ,8,1150,1520,185,0.5,5
CULoc73,CU-AZ-73,B,AZ,8,1150,1520,370,13,260
CULoc74,CU-AZ-74,A,AZ,8,1150,1520,185,5,50
CULoc75,CU-AZ-75,B,AZ,8,1150,1520,370,190,6188
CULoc76,CU-AZ-76,C,AZ,8,1150,1520,370,12,300
CULoc77,CU-AZ-77,A,AZ,8,1150,1520,370,16,333
CULoc78,CU-AZ-78,B,AZ,8,1150,1520,370,3.6,90
CULoc79,CU-AZ-79,A,AZ,8,1150,1520,185,1,10
CULoc8,CU-AZ-8,A,AZ,8,1150,1520,185,0.5,5
CULoc80,CU-AZ-80,A,AZ,8,1150,1520,370,2.3,23
CULoc81,CU-AZ-81,A,AZ,8,1150,1520,370,2.9,29
CULoc82,CU-AZ-82,A,AZ,8,1150,1520,370,1.2,12
CULoc83,CU-AZ-83,A,AZ,8,1150,1520,185,18,180
CULoc84,CU-AZ-84,A,AZ,8,1150,1520,185,3,30
CULoc85,CU-AZ-85,B,AZ,8,1150,1520,370,5.3,53
CULoc86,CU-AZ-86,A,AZ,8,1150,1520,185,1,10
CULoc87,CU-AZ-87,A,AZ,8,1150,1520,185,1.5,38
CULoc88,CU-AZ-88,A,AZ,8,1150,1520,185,1,10
CULoc89,CU-AZ-89,C,AZ,8,1150,1520,185,1,10
CULoc9,CU-AZ-9,A,AZ,8,1150,1520,185,2,60
CULoc90,CU-AZ-90,A,AZ,8,1150,1520,185,0.4,4
CULoc91,CU-AZ-91,A,AZ,8,1150,1520,370,1.8,45
CULoc92,CU-AZ-92,A,AZ,8,1150,1520,185,0.4,10
CULoc93,CU-AZ-93,A,AZ,8,1150,1520,185,0.3,5
CULoc94,CU-AZ-94,A,AZ,8,1150,1520,370,0.8,8
CULoc95,CU-AZ-95,A,AZ,8,1150,1520,185,0.4,4
CULoc96,CU-AZ-96,A,AZ,8,1150,1520,185,0.2,10
CULoc97,CU-AZ-97,A,AZ,8,1150,1520,370,5.2,130
CULoc98,CU-AZ-98,A,AZ,8,1150,1520,370,13,100
CULoc99,CU-AZ-99,B,AZ,8,1150,1520,370,12.5,115
CULoc14,CU-CL-1,B,CL,5,100,600,250,0.8,8
CULoc73,CU-CL-10,A,CL,5,100,600,250,3,120
CULoc75,CU-CL-11,A,CL,5,100,600,250,0.1,
CULoc75,CU-CL-12,A,CL,5,100,600,250,0.1,
CULoc357,CU-CL-13,A,CL,5,100,600,250,4,200
CULoc76,CU-CL-14,B,CL,5,100,600,250,0.1,
CULoc77,CU-CL-15,A,CL,5,100,600,250,10,800
CULoc85,CU-CL-16,A,CL,5,100,600,250,5.1,255
CULoc89,CU-CL-17,B,CL,5,100,600,250,3.2,160
CULoc105,CU-CL-18,A,CL,5,100,600,500,3,30
CULoc115,CU-CL-19,A,CL,5,100,600,250,0.1,
CULoc11,CU-CL-2,A,CL,5,100,600,250,2,50
CULoc127,CU-CL-20,A,CL,5,100,600,500,20,500
CULoc128,CU-CL-21,B,CL,5,100,600,250,1,5
CULoc107,CU-CL-22,A,CL,5,100,600,500,16,1600
CULoc355,CU-CL-23,A,CL,5,100,600,250,2,20
CULoc135,CU-CL-24,A,CL,5,100,600,250,4,40
CULoc146,CU-CL-25,A,CL,5,100,600,250,0.1,
CULoc158,CU-CL-26,A,CL,5,100,600,250,2.5,88
CULoc173,CU-CL-27,A,CL,5,100,600,500,1.5,15
CULoc176,CU-CL-28,A,CL,5,100,600,250,10.8,540
CULoc179,CU-CL-29,B,CL,5,100,600,500,23.6,1180
CULoc1,CU-CL-3,A,CL,5,100,600,250,0.4,40
CULoc186,CU-CL-30,A,CL,5,100,600,250,4.5,226
CULoc187,CU-CL-31,A,CL,5,100,600,500,7.6,211
CULoc189,CU-CL-32,A,CL,5,100,600,250,1,10
CULoc198,CU-CL-33,A,CL,5,100,600,500,17.5,875
CULoc198,CU-CL-34,A,CL,5,100,600,500,0.8,8
CULoc331,CU-CL-35,A,CL,5,100,600,250,0.1,
CULoc203,CU-CL-36,A,CL,5,100,600,500,26.3,1312
CULoc212,CU-CL-37,A,CL,5,100,600,500,0.1,
CULoc214,CU-CL-38,B,CL,5,100,600,500,0.1,
CULoc249,CU-CL-39,A,CL,5,100,600,500,6,60
CULoc2,CU-CL-4,A,CL,5,100,600,250,4.5,58
CULoc257,CU-CL-40,A,CL,5,100,600,500,6.8,255
CULoc263,CU-CL-41,A,CL,5,100,600,250,23,1350
CULoc272,CU-CL-42,A,CL,5,100,600,250,0.1,
CULoc277,CU-CL-43,A,CL,5,100,600,250,1.5,75
CULoc283,CU-CL-44,A,CL,5,100,600,250,1,50
CULoc298,CU-CL-45,A,CL,5,100,600,250,1.2,6
CULoc296,CU-CL-46,B,CL,5,100,600,500,0.1,
CULoc296,CU-CL-47,B,CL,5,100,600,500,2.5,125
CULoc306,CU-CL-48,A,CL,5,100,600,500,1.8,90
CULoc288,CU-CL-49,A,CL,5,100,600,250,0.8,20
CULoc39,CU-CL-5,B,CL,5,100,600,250,1,10
CULoc310,CU-CL-50,A,CL,5,100,600,250,3,150
CULoc315,CU-CL-51,A,CL,5,100,600,250,4,100
CULoc323,CU-CL-52,A,CL,5,100,600,250,0.1,
CULoc51,CU-CL-6,A,CL,5,100,600,250,0.1,
CULoc66,CU-CL-7,A,CL,5,100,600,250,0.1,
CULoc64,CU-CL-8,A,CL,5,100,600,250,0.1,
CULoc64,CU-CL-9,A,CL,5,100,600,250,0.1,
CULoc105,CU-EF-1,A,EF,1,-1640,-1100,270,2,19
CULoc249,CU-EF-2,A,EF,1,-1640,-1100,270,0.5,
CULoc105,CU-ET-1,A,ET,6,600,900,300,1,5
CULoc127,CU-ET-10,A,ET,6,600,900,300,4,40
CULoc128,CU-ET-11,B,ET,6,600,900,150,0.1,
CULoc107,CU-ET-12,A,ET,6,600,900,300,5,125
CULoc105,CU-ET-13,A,ET,6,600,900,300,3,30
CULoc99,CU-ET-14,B,ET,6,600,900,150,3,75
CULoc135,CU-ET-15,A,ET,6,600,900,300,4,40
CULoc158,CU-ET-16,A,ET,6,600,900,300,0.6,6
CULoc332,CU-ET-17,A,ET,6,600,900,150,0.2,
CULoc157,CU-ET-18,A,ET,6,600,900,150,6,300
CULoc167,CU-ET-19,A,ET,6,600,900,150,1.5,
CULoc249,CU-ET-2,A,ET,6,600,900,300,4.5,45
CULoc326,CU-ET-20,B,ET,6,600,900,150,2,50
CULoc173,CU-ET-21,A,ET,6,600,900,300,34,850
CULoc333,CU-ET-22,A,ET,6,600,900,150,2,100
CULoc179,CU-ET-23,B,ET,6,600,900,300,14.8,455
CULoc183,CU-ET-24,A,ET,6,600,900,150,3,
CULoc186,CU-ET-25,A,ET,6,600,900,300,6,150
CULoc187,CU-ET-26,A,ET,6,600,900,300,0.7,7
CULoc334,CU-ET-27,A,ET,6,600,900,150,2.5,
CULoc204,CU-ET-28,A,ET,6,600,900,150,1,10
CULoc198,CU-ET-29,A,ET,6,600,900,300,20,500
CULoc105,CU-ET-3,A,ET,6,600,900,300,0.1,
CULoc334,CU-ET-30,A,ET,6,600,900,150,3,30
CULoc203,CU-ET-31,A,ET,6,600,900,300,31.5,788
CULoc214,CU-ET-32,B,ET,6,600,900,300,5,50
CULoc212,CU-ET-33,A,ET,6,600,900,150,1,10
CULoc217,CU-ET-34,B,ET,6,600,900,150,9.8,245
CULoc214,CU-ET-35,B,ET,6,600,900,300,3.8,38
CULoc245,CU-ET-36,A,ET,6,600,900,150,2.2,110
CULoc254,CU-ET-37,B,ET,6,600,900,150,1.3,13
CULoc247,CU-ET-38,A,ET,6,600,900,150,3.4,34
CULoc249,CU-ET-39,A,ET,6,600,900,300,33,825
CULoc2,CU-ET-4,A,ET,6,600,900,300,2.5,25
CULoc257,CU-ET-40,A,ET,6,600,900,300,5,50
CULoc263,CU-ET-41,A,ET,6,600,900,150,0.1,
CULoc263,CU-ET-42,A,ET,6,600,900,150,0.1,
CULoc268,CU-ET-43,A,ET,6,600,900,150,0.1,
CULoc279,CU-ET-44,A,ET,6,600,900,150,1,10
CULoc335,CU-ET-45,A,ET,6,600,900,150,1.5,8
CULoc294,CU-ET-46,A,ET,6,600,900,150,0.8,8
CULoc292,CU-ET-47,A,ET,6,600,900,150,9,225
CULoc293,CU-ET-48,B,ET,6,600,900,150,4,100
CULoc296,CU-ET-49,B,ET,6,600,900,300,1,10
CULoc2,CU-ET-5,A,ET,6,600,900,300,1.7,25
CULoc301,CU-ET-50,A,ET,6,600,900,150,2,10
CULoc336,CU-ET-51,A,ET,6,600,900,150,3,15
CULoc337,CU-ET-52,A,ET,6,600,900,150,1,10
CULoc304,CU-ET-53,A,ET,6,600,900,150,0.8,8
CULoc306,CU-ET-54,A,ET,6,600,900,300,4,20
CULoc310,CU-ET-55,A,ET,6,600,900,300,8,200
CULoc312,CU-ET-56,A,ET,6,600,900,150,35,875
CULoc313,CU-ET-57,A,ET,6,600,900,150,0.5,
CULoc315,CU-ET-58,A,ET,6,600,900,150,8,200
CULoc338,CU-ET-59,A,ET,6,600,900,150,8,200
CULoc49,CU-ET-6,A,ET,6,600,900,150,0.1,
CULoc68,CU-ET-7,A,ET,6,600,900,150,0.1,
CULoc77,CU-ET-8,A,ET,6,600,900,300,0.1,
CULoc118,CU-ET-9,B,ET,6,600,900,150,2,
CULoc105,CU-LF-1,A,LF,3,-400,-200,,0.4,2
CULoc328,CU-LF-10,A,LF,3,-400,-200,,1,10
CULoc169,CU-LF-11,A,LF,3,-400,-200,200,5.3,265
CULoc176,CU-LF-12,A,LF,3,-400,-200,100,0.1,
CULoc187,CU-LF-13,A,LF,3,-400,-200,200,0.3,
CULoc198,CU-LF-14,A,LF,3,-400,-200,100,4,200
CULoc249,CU-LF-15,A,LF,3,-400,-200,200,17.4,568
CULoc288,CU-LF-16,A,LF,3,-400,-200,200,8,80
CULoc105,CU-LF-17,A,LF,3,-400,-200,200,0.4,2
CULoc25,CU-LF-18,A,LF,3,-400,-200,100,0.7,7
CULoc10,CU-LF-19,A,LF,3,-400,-200,100,1.3,7
CULoc39,CU-LF-2,A,LF,3,-400,-200,,0.1,
CULoc6,CU-LF-20,A,LF,3,-400,-200,100,1.8,44
CULoc39,CU-LF-21,A,LF,3,-400,-200,100,8.3,208
CULoc53,CU-LF-22,A,LF,3,-400,-200,100,3,30
CULoc72,CU-LF-23,A,LF,3,-400,-200,100,0.5,
CULoc73,CU-LF-24,A,LF,3,-400,-200,200,0.1,
CULoc75,CU-LF-25,A,LF,3,-400,-200,100,0.1,
CULoc75,CU-LF-26,A,LF,3,-400,-200,100,0.1,
CULoc75,CU-LF-27,A,LF,3,-400,-200,100,8,200
CULoc105,CU-LF-28,A,LF,3,-400,-200,200,5,250
CULoc107,CU-LF-29,A,LF,3,-400,-200,200,2,20
CULoc53,CU-LF-3,A,LF,3,-400,-200,,3,30
CULoc328,CU-LF-30,A,LF,3,-400,-200,100,1,10
CULoc127,CU-LF-31,A,LF,3,-400,-200,100,44,1100
CULoc127,CU-LF-32,A,LF,3,-400,-200,200,1,25
CULoc155,CU-LF-33,A,LF,3,-400,-200,100,0.1,
CULoc187,CU-LF-34,A,LF,3,-400,-200,200,6,150
CULoc198,CU-LF-35,A,LF,3,-400,-200,100,4,200
CULoc203,CU-LF-36,A,LF,3,-400,-200,100,0.1,
CULoc219,CU-LF-37,A,LF,3,-400,-200,100,0.1,
CULoc249,CU-LF-38,A,LF,3,-400,-200,200,53,713
CULoc256,CU-LF-39,A,LF,3,-400,-200,100,1,25
CULoc75,CU-LF-4,A,LF,3,-400,-200,,0.2,5
CULoc327,CU-LF-40,A,LF,3,-400,-200,100,4,400
CULoc293,CU-LF-41,A,LF,3,-400,-200,100,0.1,
CULoc288,CU-LF-42,A,LF,3,-400,-200,200,10,1000
CULoc78,CU-LF-5,A,LF,3,-400,-200,100,1,5
CULoc105,CU-LF-6,A,LF,3,-400,-200,,30,2850
CULoc99,CU-LF-7,A,LF,3,-400,-200,200,2,50
CULoc107,CU-LF-8,A,LF,3,-400,-200,200,2,20
CULoc127,CU-LF-9,A,LF,3,-400,-200,,2,20
CULoc17,CU-LT-1,A,LT,7,900,1150,125,2.6,26
CULoc358,CU-LT-10,A,LT,7,900,1150,125,1.5,8
CULoc204,CU-LT-100,A,LT,7,900,1150,250,18,225
CULoc203,CU-LT-101,A,LT,7,900,1150,250,2.5,13
CULoc208,CU-LT-102,A,LT,7,900,1150,125,3.4,34
CULoc218,CU-LT-103,A,LT,7,900,1150,125,0.4,
CULoc238,CU-LT-104,A,LT,7,900,1150,125,3.5,
CULoc239,CU-LT-105,A,LT,7,900,1150,125,0.5,5
CULoc214,CU-LT-106,B,LT,7,900,1150,250,3.4,85
CULoc214,CU-LT-107,B,LT,7,900,1150,250,3.4,85
CULoc214,CU-LT-108,B,LT,7,900,1150,250,3.9,39
CULoc247,CU-LT-109,A,LT,7,900,1150,250,1.5,38
CULoc340,CU-LT-11,A,LT,7,900,1150,125,0.7,4
CULoc249,CU-LT-110,A,LT,7,900,1150,250,7,115
CULoc254,CU-LT-111,B,LT,7,900,1150,250,7.5,
CULoc255,CU-LT-112,A,LT,7,900,1150,125,1,
CULoc264,CU-LT-113,A,LT,7,900,1150,125,0.7,
CULoc256,CU-LT-114,B,LT,7,900,1150,125,2,20
CULoc257,CU-LT-115,A,LT,7,900,1150,250,1.5,38
CULoc279,CU-LT-116,A,LT,7,900,1150,250,2.2,22
CULoc281,CU-LT-117,A,LT,7,900,1150,125,3.3,40
CULoc283,CU-LT-118,B,LT,7,900,1150,125,0.5,
CULoc277,CU-LT-119,B,LT,7,900,1150,125,2.9,145
CULoc40,CU-LT-12,A,LT,7,900,1150,125,0.7,18
CULoc272,CU-LT-120,B,LT,7,900,1150,125,0.5,
CULoc285,CU-LT-121,A,LT,7,900,1150,125,2,10
CULoc293,CU-LT-122,B,LT,7,900,1150,250,15.9,398
CULoc296,CU-LT-123,B,LT,7,900,1150,250,17,510
CULoc297,CU-LT-124,A,LT,7,900,1150,125,3.5,35
CULoc298,CU-LT-125,B,LT,7,900,1150,125,4,40
CULoc300,CU-LT-126,A,LT,7,900,1150,125,2.5,13
CULoc301,CU-LT-127,A,LT,7,900,1150,250,2.5,25
CULoc302,CU-LT-128,A,LT,7,900,1150,125,0.7,7
CULoc304,CU-LT-129,A,LT,7,900,1150,250,1,10
CULoc7,CU-LT-13,A,LT,7,900,1150,125,1,50
CULoc306,CU-LT-130,A,LT,7,900,1150,250,0.8,8
CULoc308,CU-LT-131,A,LT,7,900,1150,125,0.8,4
CULoc292,CU-LT-132,A,LT,7,900,1150,250,9,225
CULoc292,CU-LT-133,A,LT,7,900,1150,250,11,110
CULoc310,CU-LT-134,A,LT,7,900,1150,250,5.5,138
CULoc354,CU-LT-135,A,LT,7,900,1150,125,3.8,19
CULoc313,CU-LT-136,A,LT,7,900,1150,250,5.7,57
CULoc324,CU-LT-137,B,LT,7,900,1150,125,1,10
CULoc355,CU-LT-138,B,LT,7,900,1150,125,4,20
CULoc322,CU-LT-139,A,LT,7,900,1150,125,4.8,48
CULoc6,CU-LT-14,B,LT,7,900,1150,125,2.5,13
CULoc3,CU-LT-15,B,LT,7,900,1150,125,2,20
CULoc3,CU-LT-16,B,LT,7,900,1150,125,2,20
CULoc341,CU-LT-17,A,LT,7,900,1150,125,0.1,
CULoc47,CU-LT-18,B,LT,7,900,1150,125,0.7,7
CULoc342,CU-LT-19,A,LT,7,900,1150,125,0.1,
CULoc15,CU-LT-2,A,LT,7,900,1150,125,1.3,6
CULoc2,CU-LT-20,A,LT,7,900,1150,250,4.2,105
CULoc1,CU-LT-21,B,LT,7,900,1150,125,0.6,6
CULoc343,CU-LT-22,A,LT,7,900,1150,125,1,
CULoc344,CU-LT-23,A,LT,7,900,1150,125,0.1,
CULoc50,CU-LT-24,A,LT,7,900,1150,125,0.1,
CULoc51,CU-LT-25,B,LT,7,900,1150,125,0.8,8
CULoc345,CU-LT-26,A,LT,7,900,1150,125,0.1,
CULoc62,CU-LT-27,A,LT,7,900,1150,125,4.8,120
CULoc60,CU-LT-28,A,LT,7,900,1150,125,0.2,
CULoc64,CU-LT-29,B,LT,7,900,1150,125,2.3,115
CULoc13,CU-LT-3,A,LT,7,900,1150,125,1.6,8
CULoc73,CU-LT-30,B,LT,7,900,1150,125,4.2,105
CULoc73,CU-LT-31,B,LT,7,900,1150,125,1,25
CULoc73,CU-LT-32,B,LT,7,900,1150,125,1,
CULoc346,CU-LT-33,A,LT,7,900,1150,125,0.1,
CULoc347,CU-LT-34,A,LT,7,900,1150,125,1,5
CULoc67,CU-LT-35,A,LT,7,900,1150,125,0.1,
CULoc349,CU-LT-36,A,LT,7,900,1150,125,0.1,
CULoc69,CU-LT-37,A,LT,7,900,1150,125,0.2,2
CULoc71,CU-LT-38,A,LT,7,900,1150,125,0.5,5
CULoc75,CU-LT-39,B,LT,7,900,1150,125,16,400
CULoc14,CU-LT-4,C,LT,7,900,1150,125,1.7,9
CULoc75,CU-LT-40,B,LT,7,900,1150,125,2.3,58
CULoc75,CU-LT-41,B,LT,7,900,1150,125,0.2,2
CULoc75,CU-LT-42,B,LT,7,900,1150,125,0,10
CULoc75,CU-LT-43,B,LT,7,900,1150,125,2,50
CULoc75,CU-LT-44,B,LT,7,900,1150,125,6,60
CULoc75,CU-LT-45,B,LT,7,900,1150,125,1.2,6
CULoc75,CU-LT-46,B,LT,7,900,1150,125,0.4,4
CULoc76,CU-LT-47,C,LT,7,900,1150,125,6,150
CULoc115,CU-LT-48,B,LT,7,900,1150,125,0.6,6
CULoc116,CU-LT-49,A,LT,7,900,1150,125,0.5,5
CULoc25,CU-LT-5,B,LT,7,900,1150,125,1,10
CULoc117,CU-LT-50,A,LT,7,900,1150,125,1.5,15
CULoc118,CU-LT-51,B,LT,7,900,1150,250,3.4,85
CULoc350,CU-LT-52,A,LT,7,900,1150,125,0.1,
CULoc113,CU-LT-53,A,LT,7,900,1150,125,1,25
CULoc113,CU-LT-54,A,LT,7,900,1150,125,0.1,
CULoc77,CU-LT-55,A,LT,7,900,1150,250,16,400
CULoc78,CU-LT-56,B,LT,7,900,1150,125,4.3,78
CULoc105,CU-LT-57,A,LT,7,900,1150,250,5,50
CULoc80,CU-LT-58,A,LT,7,900,1150,125,2.2,11
CULoc82,CU-LT-59,A,LT,7,900,1150,125,1,10
